RegionID,SizeRank,RegionName,RegionType,StateName,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022
395070,138,"Savannah, GA",msa,GA,203949,206958,211720,210218,207094,203809,201966,203554,205068,211625,212673,218503,216960,218827,216268,218297,222137,227409,226779,225200,222662,219336,217139,218293,227235,239634,247880,252558,253413,254910,254373,255226,255362,256713,256348,261568,263083,266785,264677,273486,277275,278169,277186,278603,287885,297680,308552,310090
394901,139,"Naples, FL",msa,FL,311553,315273,318230,325835,323897,320455,313914,316564,314300,319041,316626,318230,315498,317494,323702,328227,329964,322563,319691,325118,331056,324582,323059,331606,349758,360445,368805,373544,376971,377727,378110,378708,387122,399381,412299,420099,429871,431876,442175,448237,464919,475068,493915,510532,526188,545192,567841,570486
395096,140,"Shreveport, LA",msa,LA,151572,158862,153910,156754,144697,143687,141512,145435,151710,153617,156974,157621,158319,160975,156153,155305,158040,159627,162496,158455,160039,154959,153684,153654,160245,165322,173670,173651,174277,171234,173440,177244,177045,176022,177747,177043,171151,169449,178086,183482,184645,176157,176295,174010,180607,185749,187324,186679
394372,141,"Beaumont, TX",msa,TX,145443,144063,145904,151127,156902,158734,156057,154757,150219,151926,156113,158140,163853,163010,168938,176391,175680,176465,164410,164762,154047,155613,154251,157640,158381,157315,167154,168093,176044,172255,171947,167055,170753,180388,185542,181999,175462,180403,187086,189485,194298,194971,200897,196538,195756,202539,203555,212719
395146,142,"Tallahassee, FL",msa,FL,178140,178408,179156,181834,183182,181872,180566,181535,182485,185046,186852,190375,188199,184658,186500,192114,200909,201166,197616,203906,211053,218094,206527,203379,200975,211763,218351,229784,226383,223112,213596,213819,210630,212489,216836,220335,222077,220409,221869,226700,232731,238093,234827,235228,239828,241804,243268,247720
394576,143,"Eugene, OR",msa,OR,288845,287715,289771,287814,293829,292927,295406,291298,291510,290769,294756,299051,304801,302256,302376,301016,310443,316343,326234,328037,327900,323906,323592,325396,332841,338702,350235,353794,355206,352404,356337,367578,372259,379092,384021,391567,398824,401585,405385,406468,409501,408726,413964,418882,435519,443348,439809,437489
394520,144,"Davenport, IA",msa,IL,127858,132451,134623,138380,136373,135722,136449,138567,137676,136039,136669,137572,142710,144594,146081,141276,138878,140654,144235,144632,144082,144377,143529,138712,138180,140738,148599,147626,150307,145426,147270,144050,144695,143549,144130,143774,144730,145075,143889,141679,138628,139223,137878,137142,137014,136547,134432,134781
394927,145,"Ocala, FL",msa,FL,153111,153500,156227,157669,159735,159387,160705,159321,158746,156977,159928,161280,162053,158792,158823,160237,164730,167433,168687,170073,171050,167257,166015,164764,171085,173420,178736,181581,183360,183156,182787,188266,197468,205684,208180,213157,217731,228693,230547,233531,236015,239977,247338,248711,255029,257417,263836,266769
394875,146,"Montgomery, AL",msa,AL,151395,156569,154588,158956,156928,158292,157971,156334,157419,158933,161050,161430,160735,163875,165709,171471,166975,163224,155887,158993,164824,169500,175151,177139,177375,176422,181365,185197,180915,177382,175985,180233,183734,183033,187776,190948,197475,198366,200725,197890,194384,196887,201119,202657,196616,193231,196833,198041
394679,147,"Hickory, NC",msa,NC,145042,148154,145451,146245,147787,151871,149918,150265,152011,158107,158300,162070,161064,161504,158210,160624,165873,167024,167664,168678,172419,173914,173271,175102,178228,184439,187883,190676,189631,189425,189227,190245,190111,196377,202217,206507,204935,201858,203931,212967,215636,220479,219137,224120,224194,225730,228610,227644
395164,148,"Trenton, NJ",msa,NJ,260030,257012,260286,259722,252211,247646,252131,257562,263169,261454,260818,261721,257285,257395,257511,264233,273860,269610,276280,272976,285615,282672,280126,269738,271622,277300,296319,313888,316209,321571,316874,328655,317714,317585,314922,319721,319384,320670,319968,327048,326429,340655,340365,347262,340637,338236,336658,330743
394332,149,"Ann Arbor, MI",msa,MI,259000,256889,258342,259297,262839,259500,262135,267107,275138,273420,272608,270681,268483,269366,273165,271875,271236,271519,272318,270784,269498,279613,282137,280976,276373,275279,282992,289171,294081,291868,289150,299893,306487,316946,316218,319247,318770,312855,312928,320001,329771,326123,325030,323995,336392,341433,355570,355973
394602,150,"Fort Collins, CO",msa,CO,372490,374926,374075,376085,373753,373902,372620,378496,382800,387589,389603,389811,389144,384740,380548,376077,375682,379799,380346,383782,388349,394119,394691,396594,400708,408556,416319,416686,410181,405276,413023,424373,428819,436126,445339,465599,471505,475429,473827,479399,488526,490955,503475,516727,542833,553168,557715,557851
394697,151,"Huntington, WV",msa,OH,121706,127799,127491,133371,134068,133785,135803,133757,131885,129069,129314,128925,129169,132883,133197,129271,127600,133196,139293,140151,140006,133203,132695,128867,135674,138557,141703,143433,145358,147856,151236,150281,145183,145233,145291,149618,142117,141618,143440,149414,152472,147545,145100,147761,148674,152041,157223,163079
394796,152,"Lincoln, NE",msa,NE,184280,181322,178885,181319,180432,180873,176533,178844,181649,188684,189752,189030,186523,185961,188272,187352,185915,186889,184583,185902,183830,194242,193910,200443,201236,206158,207964,208852,209139,210324,216047,221612,223526,223856,224423,229315,230445,233935,234500,234174,233498,232138,231402,236502,243646,251308,254507,257523
395033,153,"Rockford, IL",msa,IL,120867,122052,121864,125940,122636,122578,120932,121967,121695,122551,125030,125849,129123,129651,128326,128431,129008,131235,127513,129278,131626,131816,128033,128530,133183,137308,138318,142555,141212,141567,137497,137207,136179,140420,144696,146463,148039,147564,150429,147871,150550,149208,149180,149260,147965,150682,155941,158653
394645,154,"Greeley, CO",msa,CO,326030,327086,328170,333296,335716,334655,327964,330846,333456,341858,340950,343675,342258,344895,346420,347484,349000,350439,348893,352052,353815,358358,359203,360686,365007,370214,374858,378761,382830,384667,385170,391284,401741,417518,427327,433237,436832,438710,442476,448340,456007,458034,461499,467614,479573,491660,500119,499468
394622,155,"Gainesville, FL",msa,FL,183790,187210,185268,187961,186408,190023,194113,197390,198374,192398,192574,193532,194663,196244,202226,204301,207244,204296,207458,202578,206353,199856,205353,205247,214718,218655,222139,224120,224412,226820,233041,230215,229823,224407,224469,227093,234616,245964,253805,254707,255508,246737,250284,249943,258829,264503,271339,279362
394405,156,"Boulder, CO",msa,CO,505489,505595,509702,509388,520648,517700,530463,508364,522529,526327,535211,527123,523724,524075,523681,523950,522466,524508,525497,531808,537245,530311,519029,519338,542182,568004,579669,580004,573606,570596,565128,571973,609360,638619,661518,648357,644059,637925,655363,669585,675203,666471,694135,735749,766530,781789,775726,770781
394808,157,"Lubbock, TX",msa,TX,158382,160142,158964,158347,159951,160133,167900,164703,167158,163825,167020,167974,168494,168068,170699,168774,167951,162457,166360,168789,174255,173286,174880,179221,182555,186591,183100,187601,186136,189854,188424,190125,188143,190981,196399,204621,203707,205641,205516,210428,209580,207311,205420,215026,220836,227239,227243,228749
395109,158,"Spartanburg, SC",msa,SC,152825,154545,156518,157470,157210,155152,159726,161070,165407,165275,167517,169706,169510,169286,167973,170568,172553,172862,172982,173611,178053,178766,178447,179904,185759,189796,193013,192881,194133,193812,194069,197604,200075,202950,207193,211963,214903,217176,218877,223397,223200,223923,227630,229379,236826,236800,246069,247319
394646,159,"Green Bay, WI",msa,WI,170762,167516,171425,176735,178171,175146,174479,171974,177487,177905,184753,187435,188073,188414,186418,187363,185237,183538,180612,182593,184117,186083,185749,189182,194474,196600,199598,200235,200866,199177,194806,199012,201062,208291,211057,219911,222062,222812,224256,231809,234737,228264,224503,229728,241529,250401,250891,245650
395107,160,"South Bend, IN",msa,IN,135227,137054,133790,133393,130478,136945,138277,138116,135892,138499,143062,141440,142405,143955,144692,142272,142872,142986,143845,145943,152435,153707,152450,150930,154550,153022,154359,157462,164803,163482,160949,153987,158169,161412,164479,165393,167871,170808,170699,173084,175657,174589,171044,176884,182582,188421,191603,196987
394488,161,"Columbus, GA",msa,GA,152812,155010,153876,159799,156767,155183,153916,156169,160145,162951,166031,167931,165259,164785,167468,169652,168660,170621,168466,173357,171582,173446,168144,168701,168432,176269,183051,187258,187096,187806,184795,184340,182067,184753,190277,195155,196142,196003,195798,193626,193238,196566,200600,204950,211226,213005,208906,197980
394579,162,"Evansville, IN",msa,IN,143392,141799,141892,146055,147255,145995,144363,146024,147258,150525,147519,147885,149981,155183,157371,158221,157017,156975,156743,154889,152956,150600,151688,154266,159003,164889,167411,167251,165872,167054,169150,169193,170869,171783,175862,182063,183053,184311,181198,180643,181019,178447,178553,176475,184220,188566,193022,186525
394471,163,"Clarksville, TN",msa,TN,163716,165403,165091,164303,163906,164271,166994,165508,171467,174661,178750,177646,177547,177280,175281,174744,175126,179570,180094,180324,181482,183988,185620,185828,189578,195255,200535,205116,207387,207924,206824,205661,212946,220068,230326,230332,234124,235403,241800,245280,246607,246564,252047,263168,273327,277071,280774,279814
395028,164,"Roanoke, VA",msa,VA,173201,177187,179330,179747,178317,181049,182524,182746,180157,182888,183004,187002,191094,189086,188878,188456,193891,195560,193793,197206,199727,201368,200051,201503,209139,215511,221778,221835,221791,219811,219154,219276,216390,220563,219641,224361,219944,228316,230910,235214,235989,234980,236074,234313,241973,249946,256953,255045
394747,165,"Kingsport, TN",msa,TN,128573,130236,131584,131260,127955,128874,131860,135984,135782,131556,133242,134310,139251,138575,144214,148360,148163,146873,141403,144685,145868,148150,148719,148558,153116,153433,154228,157359,157164,159306,157022,161694,164240,166066,166462,167641,170580,169475,170442,171562,176947,175922,174758,174431,177020,186519,190512,194653
394741,166,"Kennewick, WA",msa,WA,275162,276319,275688,270591,267011,268255,270778,275576,278468,282743,296991,300262,303223,297937,302743,304873,307110,304166,300263,300424,302673,304625,301682,310634,315790,325005,324679,328529,326151,328555,328969,333196,331755,340791,349330,361874,368592,371218,374158,370863,376045,383238,393215,400822,405556,406559,408319,409237
395229,167,"Wilmington, NC",msa,NC,231809,231807,235496,237477,233356,237072,237620,241353,237285,239124,239661,242539,245045,254848,256205,264008,256679,256387,255927,262769,265106,260107,259224,270400,283280,293541,296560,295855,295786,293540,294242,299898,301061,309698,310314,319531,319940,324143,323578,329730,333834,342202,346813,352297,364157,375273,386665,390746
394660,169,"Hagerstown, MD",msa,MD,181785,182603,182661,180981,185051,188308,186274,184852,183914,188127,189253,189990,189503,189066,191951,191243,197189,199229,205840,204489,206863,206624,209074,210002,213827,218296,221713,224883,221571,221061,221983,228134,231233,227153,228624,231822,237432,239921,242089,247277,249155,253503,253286,260367,262924,271863,269231,273072
753875,170,"Crestview, FL",msa,FL,273326,273820,275429,282335,281859,281905,270340,269558,266783,270779,269614,273547,279580,284117,286587,286599,291989,289277,289244,286876,289204,291986,298210,316030,334978,351940,355187,360710,360127,364148,368437,373663,382347,386246,378390,377767,368166,376330,382880,393405,405779,407713,414719,418269,438410,444346,450440,421349
394543,171,"Duluth, MN",msa,MN,150562,152522,150236,152707,153162,155051,153276,153438,156332,158688,159294,158114,157730,154753,153946,157934,157954,155129,153363,155989,167360,172716,176070,173998,172992,179675,183658,185246,184316,184108,179583,176042,174901,181479,186096,185429,186874,185416,190806,189094,188950,182445,182220,185834,191108,198384,199670,204894
395179,172,"Utica, NY",msa,NY,118409,120598,121016,124061,124662,126789,129133,128998,127262,122182,126150,126653,129380,127965,132089,134194,134893,135938,134548,136369,135517,138002,137764,138487,137566,139528,143261,147680,149320,149548,151595,152430,157805,160936,160761,158225,156421,159094,162511,162644,164793,166766,171045,174426,173082,173102,170083,171320
394803,173,"Longview, TX",msa,TX,,,,,163153,158465,160516,158934,166029,171705,175979,173828,176335,171248,174091,168519,171592,163579,165813,163651,169936,168692,178036,177141,180421,183828,190959,196545,192282,192876,193603,196725,199616,200758,206246,210443,216835,218396,221113,221091,224257,224312,226374,231991,238846,243844,244684,243298
395061,174,"San Luis Obispo, CA",msa,CA,578747,593810,585126,587840,574961,581224,573650,577232,585348,583607,586831,582168,581936,584810,584919,587039,585410,593109,600711,600753,584320,571043,576431,584356,611706,618693,639907,648575,665725,666870,659442,659446,685614,703005,724017,722378,735140,725378,733138,734112,747188,762367,779796,789369,803057,820792,844031,831648
394851,175,"Merced, CA",msa,CA,261561,261972,264698,262238,258633,261330,261958,264941,265277,270133,278486,276515,275722,273250,279775,279570,279266,282603,286120,288182,284612,282294,283252,286206,299575,306373,310491,311966,314912,317102,316817,322458,328820,337422,347561,356216,362519,364681,367824,369632,370757,374750,384505,398102,405219,410243,403929,402196
395197,177,"Waco, TX",msa,TX,185455,188897,189151,186851,184318,186649,189901,190485,191483,191469,195495,192854,197752,194751,197259,193068,192124,193234,194420,197957,196180,201200,204772,210505,210512,214867,222329,225649,224039,224194,225179,229235,231087,235366,241222,244443,249066,249978,246291,244824,249927,262128,266695,259978,258666,269335,273212,272593
394447,178,"Cedar Rapids, IA",msa,IA,158353,163354,161491,156111,153269,154393,158872,155871,159270,157372,161926,158093,159732,161788,166190,166634,165261,160775,160020,156911,161393,163219,166149,165584,167480,172255,175781,178007,178729,179604,180560,177033,176246,182047,191519,199528,204298,208959,215734,226751,238523,244707,243159,245467,248790,253742,270709,277311
395103,179,"Sioux Falls, SD",msa,SD,208996,206861,205617,210147,206533,205788,205861,208649,212086,209432,214239,216251,219663,214646,212492,214979,221651,223173,217470,217816,217794,221717,220879,224889,226616,231896,233409,235445,235924,237024,238983,237520,243633,247235,257692,261421,267554,269718,268549,265313,265247,266331,268168,264931,267601,283614,297290,308741
395065,181,"Santa Cruz, CA",msa,CA,793351,789814,793954,793545,793730,805788,811668,824599,827025,825265,811797,792118,793569,771237,772615,772305,805225,830532,820703,827186,803220,813667,802257,835440,850762,881246,883807,897342,882600,911017,920935,938764,962632,1014147,1027718,1042039,1031028,1036250,982808,971656,976843,1012024,1065508,1162129,1226590,1209744,1152140,1115217
394572,182,"Erie, PA",msa,PA,126014,127144,126440,125881,122915,117505,116690,120785,124689,129456,131401,130369,130256,129388,130270,129091,130276,131921,131578,132520,133883,136967,135016,135326,136007,139657,142949,148327,149677,146817,139525,134499,132065,137058,139942,145039,147194,150975,152256,154862,156378,152084,148684,149988,153807,159620,160459,168737
394483,183,"College Station, TX",msa,TX,231402,233170,248249,238499,234256,215941,219912,220084,224315,224070,231554,233160,236828,228296,237079,231162,237195,234399,235323,229425,230171,235392,237220,233257,232947,229204,227822,231565,242201,243718,240737,242555,251297,254754,256594,258691,271289,275431,272870,272353,265585,270730,263612,276428,298805,314372,317876,307008
394732,184,"Kalamazoo, MI",msa,MI,156541,156714,155484,155146,156164,152074,155150,156128,161308,161140,160908,165262,167906,169235,172831,173395,173933,169734,168897,166108,169987,171685,174066,176463,178095,186794,189501,194934,198275,193505,189981,186900,193731,197470,201373,202035,204733,207013,211756,212831,214651,210874,207076,206106,205594,217099,220935,229047
394323,185,"Amarillo, TX",msa,TX,157315,159794,161972,162412,161902,166313,168591,168859,164790,164744,165107,169376,167400,167855,167188,172322,175194,173726,170941,169491,172749,178458,184773,188373,191060,191209,193976,199844,200106,200235,198933,204166,209539,212338,214701,214592,212700,213272,213688,212459,209167,206341,210763,212458,222463,221463,228119,230102
394924,186,"Norwich, CT",msa,CT,220462,222735,224486,225084,223608,223939,221961,224511,225554,230758,231375,227898,227630,225553,230724,231389,233729,232937,231850,233905,238422,237926,241006,241698,249678,257117,262371,265552,262811,264340,267781,265953,276537,278424,286234,279405,279522,281557,282285,282720,286313,294354,294174,297167,295946,300913,305262,301994
394811,187,"Lynchburg, VA",msa,VA,177500,172136,173304,170599,174257,174406,176417,178467,182907,181532,184263,180393,182425,178888,185425,184717,186319,182294,183591,185407,191127,195816,194665,197648,199469,205704,208942,209921,209620,207186,206756,212451,212317,214990,211968,218198,222106,222920,227331,232793,238072,239219,240352,238947,236155,235296,241619,247584
394348,188,"Atlantic City, NJ",msa,NJ,189092,191458,190027,186471,187953,190177,196959,196180,196291,193173,195343,194472,198971,199791,200865,197720,195982,198257,197709,202508,200613,209248,210071,216955,220714,226022,230435,233038,242580,245682,249056,249206,251329,250139,248730,248458,247500,246700,245660,254288,255382,261126,262674,271113,270079,278892,282900,295405
395171,190,"Tuscaloosa, AL",msa,AL,166906,169547,176333,175719,175379,172423,172945,172992,175112,180889,179931,178493,175035,181560,186914,190369,188948,187548,187952,189855,193635,196741,196425,197963,200359,206529,207084,206101,204507,206159,214724,216859,223364,219951,224730,223835,226518,224389,226672,226862,225771,219457,221763,224632,230988,229635,237370,244611
395240,191,"Yakima, WA",msa,WA,223741,223087,218002,223852,220001,218310,215501,218937,222086,226424,236675,250711,255461,252276,247549,251205,247930,247620,237998,245596,250720,259812,266223,272511,278683,277979,274305,272266,274882,282093,286463,290132,291481,294425,302527,306932,313196,310976,310483,309727,313419,312734,310006,305056,313773,325095,335615,344451
394609,192,"Fort Smith, AR",msa,AR,126308,121581,121328,121931,124310,124743,124642,127304,126916,127548,130459,129922,133920,126097,126690,124458,128855,129443,129437,128410,132079,134105,138272,137635,140037,144115,150006,151431,154847,153895,160246,159441,160938,163277,163289,165193,155803,156250,157443,164696,168403,171106,174609,175585,171332,173557,176346,182419
394585,193,"Fargo, ND",msa,ND,212875,211976,212689,212312,212848,208284,207528,206127,209306,210010,212123,215612,220454,218814,216739,216059,218646,219562,221517,218100,221225,220782,227955,230237,231937,235574,234647,237099,233611,236926,235123,235623,236294,241764,249544,250388,251613,249775,249381,244748,246664,259513,270121,271518,260995,258828,256799,255800
845160,194,"Prescott Valley, AZ",msa,AZ,297925,298645,301717,303081,301356,301871,301833,302734,306040,310480,314450,312664,311300,313802,319272,321337,324406,327464,334868,335762,341230,332723,333576,331012,354644,365124,378046,374506,382054,387436,404124,402797,408468,408447,426908,435171,443248,443666,450432,452357,463111,461165,466375,470248,487880,498161,499045,495057
394334,195,"Appleton, WI",msa,WI,171902,175736,178187,182577,178302,177876,174393,173571,173476,177288,185309,191593,192741,187200,185503,188293,193651,190739,184921,186126,189790,190460,194160,199647,209703,203568,207117,203759,207728,201727,195550,199648,201040,213201,217637,229980,233026,237398,233370,235255,235248,242091,241939,242200,242977,248312,255797,254836
394387,196,"Binghamton, NY",msa,NY,122886,120119,120252,122545,122778,120624,118753,117726,118952,116007,116517,116440,121991,123665,120464,117570,116664,122639,123155,125501,124301,127205,124185,123519,124583,130462,136846,141910,145447,146996,146237,141747,135792,137605,139601,146407,146983,152388,153440,156725,153387,150163,147361,149823,151466,155164,160172,165395
395174,197,"Tyler, TX",msa,TX,199518,211576,204335,207463,203589,214705,213559,213795,204679,206870,201969,208401,212771,219287,214372,220260,217567,226310,222562,230418,226907,235858,228544,242099,249775,265616,256913,250046,248131,254806,256403,266786,273483,285654,295839,295281,289805,296106,299309,310662,307445,299087,296554,297647,305793,308664,310610,312224
753895,198,"Lafayette, IN",msa,IN,157530,155545,158664,157695,153218,151366,154037,155003,158621,157234,164611,168379,170592,170378,167997,171357,172801,171137,170662,172334,175572,175894,174676,177377,177910,181675,187091,189348,190831,191273,191808,196651,200427,206175,207250,205010,208926,213485,216729,212598,210774,211448,214593,218695,226817,233889,238936,236247
395161,200,"Topeka, KS",msa,KS,134471,135402,135853,136622,129250,131235,126979,129984,129195,132681,140883,141031,147653,146223,143250,137977,134459,141449,143076,154121,153644,156033,151907,147093,141947,140694,141646,141548,143755,146997,162114,163736,169938,165053,163365,160033,162442,165026,173158,176301,183334,176084,170664,170316,173621,185013,182053,180834
394813,201,"Macon, GA",msa,GA,129293,131375,133005,134653,136287,130643,132632,128867,136823,136528,145778,144704,148389,140984,141494,138380,139158,139168,139732,142645,146731,144388,141920,144230,152537,157902,153324,153883,155821,158098,156492,150767,149166,154274,159937,164893,162048,162539,161262,165508,170177,169348,165589,157617,162442,168909,177735,182457
394519,202,"Daphne, AL",msa,AL,221901,222150,225815,228370,227383,230674,231657,232367,229957,236856,245325,251438,249659,247015,248644,251032,252350,252388,251252,256279,252436,245364,242975,249574,272330,278525,277765,270886,272199,276334,277204,290068,302862,307971,305492,306108,314691,318089,320961,318870,331831,335157,344433,339241,351672,356847,359462,359078
394681,203,"Hilton Head Island, SC",msa,SC,278301,281348,293333,298423,305939,299017,296441,293260,293361,295523,291330,294223,291955,293764,300555,299769,299939,301098,301623,304904,299793,302677,307283,314025,327577,339068,350325,360046,357987,360858,363108,362219,360775,363312,368792,378968,382642,388543,391613,402947,408603,407072,410989,422190,436221,439468,451676,466607
394454,204,"Champaign, IL",msa,IL,142823,141480,143282,139572,144938,147545,150794,145227,142134,142033,141988,143878,145531,150207,153864,156013,159133,154328,150329,145844,145923,150043,151743,153720,155654,157523,161793,167737,168065,161778,152262,154177,157385,162415,161715,165233,164722,165569,163051,162986,166579,169686,176383,171986,178306,176806,182942,180208
395030,205,"Rochester, MN",msa,MN,204377,205177,208309,208760,207759,205238,207580,210434,214340,216194,218393,215689,218437,219215,220829,219762,221051,226357,228471,229829,227884,228740,225440,226060,230529,237502,246129,246074,248492,245264,244079,242881,243784,247172,253844,257302,263930,262402,264504,264734,268690,273456,273636,276264,278169,285876,290552,293089
394848,206,"Medford, OR",msa,OR,297892,299268,298276,289621,290201,287807,294635,296803,302356,303341,302823,304279,311533,314814,317046,309518,308568,314894,317073,323490,320506,320140,319456,324741,339873,346654,352948,351825,354585,356807,356123,367078,374708,391204,394330,387855,389113,391006,399400,401013,401408,404900,414360,419693,430827,425916,432098,433162
394459,209,"Charlottesville, VA",msa,VA,277436,279356,275751,277381,280616,289927,286829,287456,285750,294002,297309,301023,298392,288744,290996,286873,297279,292962,299872,306033,311656,311618,303344,299885,302960,316233,325058,336442,335358,344149,336638,343874,342435,354081,354055,356483,351944,348689,351228,352354,368895,371710,378782,372560,379209,387468,395727,395426
395247,210,"Yuma, AZ",msa,AZ,161140,162512,163568,163927,164542,164507,166994,161373,163918,163862,170153,172967,175240,174648,175838,178931,179442,176028,177203,176741,179172,181047,184844,189030,193744,200078,204490,206935,209900,209731,210829,215809,224050,229567,234476,242265,243505,243840,240946,245308,251180,258267,260704,264455,266366,277020,278224,282161
845164,211,"Lebanon, NH",msa,NH,189065,191152,194672,204707,209244,202315,195325,195062,201781,207148,201068,203357,202369,211470,211303,209129,213671,210756,212396,205005,212665,217481,226088,228843,237274,246510,258420,259955,258830,254751,259408,254150,257547,256729,271095,276113,289079,292372,294555,282698,276410,285832,291255,287568,288141,300758,319598,322816
394765,212,"Lake Havasu City, AZ",msa,AZ,193780,197549,196235,199528,209543,212666,210306,207600,207286,215756,214827,217718,216663,224692,229364,230464,231622,232636,234813,237417,237549,238028,240247,247907,251601,255898,260751,270523,270033,270605,275922,289728,290920,289285,286255,290883,293514,301803,306152,313412,321085,326627,332483,336997,341602,342977,331289,322642
394346,213,"Athens, GA",msa,GA,189077,189969,188458,193103,190517,196054,189676,198711,195618,204312,200281,202720,203866,208356,210167,210335,211785,213528,218196,227357,233583,233496,223381,224853,226758,234043,234563,239551,239146,236601,246062,251283,261108,255243,263663,259164,262619,263262,269419,279230,278521,281988,282268,291068,296301,306688,309411,321050
394361,214,"Barnstable Town, MA",msa,MA,386595,380412,388494,394563,390019,376878,374562,387850,391651,392336,396150,398376,400545,395014,393540,393404,389758,388569,387848,399227,406807,409930,407016,422341,438592,459592,467181,482601,485696,488565,486041,491974,511648,521577,531309,524742,526110,529097,532728,541383,551325,558282,560515,558664,576724,591147,602721,609919
394464,215,"Chico, CA",msa,CA,287279,283473,277459,282798,300829,321967,331205,330006,326665,323656,329541,326590,324921,310825,313922,315609,316259,317337,316017,320512,318927,314339,320873,333101,349067,359512,358288,370845,367589,367682,361199,361939,369706,373195,382615,393593,396717,396108,389043,390182,392549,392859,393508,396209,406545,416943,414748,405241
394763,216,"Lake Charles, LA",msa,LA,196283,198265,193038,197719,190012,196176,185612,190600,181177,188403,188097,197588,202003,201911,200290,193408,190851,191735,191871,188982,191170,191463,201507,194105,207092,213235,216278,205817,193052,187933,177354,171501,173109,180481,193494,203342,203332,201183,198348,209997,207560,200891,195094,204569,214442,217326,210662,203775
394485,217,"Columbia, MO",msa,MO,189649,189876,184350,179016,180587,183198,188733,190810,195282,198938,197314,195326,195520,200577,203795,201465,196135,196429,196379,197004,197601,201346,204137,208833,209127,218104,218940,226192,222578,226445,222338,224627,224130,228263,237432,241057,249898,240784,240536,232048,236598,231734,238427,239711,255842,265142,276739,274239
394623,219,"Gainesville, GA",msa,GA,212214,215326,213306,221199,217374,221853,222184,225715,223119,226445,230174,234295,232144,232071,235789,241552,245311,245141,247532,249977,248369,240627,239595,243379,257046,266222,272598,275221,275362,280031,279515,284436,287349,290105,291440,298421,306644,311833,318718,322089,322222,322839,324261,337851,340102,351494,360777,361521
394565,220,"Elkhart, IN",msa,IN,151775,155362,156470,154259,152347,151960,154871,156481,159436,159055,159037,160825,159427,159602,157604,161815,162913,167090,166888,167916,167961,168748,168365,173432,177674,181513,178493,178508,178358,179951,181899,183708,185113,185074,188960,192810,198870,204125,209273,208278,212710,206102,208868,203598,212184,211994,217515,218854
395114,221,"Springfield, IL",msa,IL,134372,131731,133874,133457,134343,129172,133765,132421,138688,138971,143252,144936,140671,141507,141101,144465,142355,137078,134759,137588,144725,152657,152441,151384,147705,149829,152331,151026,150197,144224,140645,134919,136870,140619,140348,143512,146265,153535,157230,159471,164216,161979,157505,148714,148026,152865,157203,159790
394726,222,"Johnson City, TN",msa,TN,148158,145690,146345,151506,155287,159356,161388,158487,157406,153142,153631,147773,153099,155123,158998,156425,155980,156126,156571,159650,164022,162888,166105,166001,172387,171162,171121,172088,174446,174766,175199,175568,177040,181129,186217,189585,192882,197996,203188,206930,201701,197778,192454,193802,200633,210072,225279,228503
394597,223,"Florence, SC",msa,SC,134538,138980,141375,147468,147662,147727,142232,140164,133545,135624,136178,146568,147772,150275,141162,135481,137437,139612,146552,150148,151473,147741,145260,152389,156177,158760,160232,164655,168899,165642,165627,165122,169692,172087,169262,163711,164187,165973,167726,170713,168609,172119,170649,181177,185998,186233,179715,182815
394716,224,"Jacksonville, NC",msa,NC,161395,156409,153891,154432,156416,157784,156973,160642,163481,166130,166939,168376,168885,167299,168134,170921,174256,173279,173442,173969,176678,176832,179453,179477,182963,182924,184177,181826,183347,183670,188918,188763,189506,190567,197603,201570,205709,203815,206446,206442,209442,209589,214010,218016,222387,229043,234440,236233
394680,225,"Hilo, HI",msa,HI,359731,350235,353410,360199,377642,385157,378906,371719,377035,386476,384744,388818,372654,365078,360447,366883,368762,393958,415533,432994,399147,381364,366029,383718,412066,439164,454655,443871,442817,446604,469036,471556,478189,469547,478694,479043,476671,509337,532250,573465,569875,577813,566426,566398,582922,573468,575782,552002
395118,226,"St. Cloud, MN",msa,MN,177416,177358,176791,179997,178373,179714,178388,184329,186508,190919,186849,187990,187582,191384,192391,192788,188798,188378,183497,185974,191558,200513,201838,198723,199351,207247,214322,218409,219399,216481,215891,215093,219345,221106,223270,225067,229510,229840,232391,230497,237399,232607,232782,232196,238606,247000,253386,255860
394380,227,"Bend, OR",msa,OR,395847,396922,391078,385528,384061,385643,387206,386097,391709,403143,410162,412653,415670,411312,415932,407572,411151,409936,414603,423119,424228,424504,421848,433847,441760,457622,459858,475547,482657,501146,521354,537518,547018,556299,573082,586678,589214,589972,593263,612422,618540,633744,649919,664479,684180,680134,675583,657458
